day,unique_id,status,wolbachia,temperature,experimental_replicate,replicate,sex
114,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
120,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
125,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
130,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
133,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
136,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
139,wMelCS_b_18_2_5,1,wMelCS_b,18,2,5,Male
120,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
120,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
123,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
125,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
125,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
128,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
133,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
134,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
134,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
135,NoWolb_18_2_1,1,NoWolb,18,2,1,Male
120,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
125,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
130,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
133,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
133,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
134,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
134,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
134,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
134,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
134,NoWolb_18_2_2,1,NoWolb,18,2,2,Male
65,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
90,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
110,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
111,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
130,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
135,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
135,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
140,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
143,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
147,NoWolb_18_2_3,1,NoWolb,18,2,3,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
16,NoWolb_18_2_4,0,NoWolb,18,2,4,Male
120,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
125,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
128,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
128,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
132,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
133,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
134,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
134,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
135,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
136,NoWolb_18_2_5,1,NoWolb,18,2,5,Male
65,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
65,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
74,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
74,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
75,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
75,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
75,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
76,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
76,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
76,wMelOctoless_18_2_1,1,wMelOctoless,18,2,1,Male
19,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
60,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
65,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
65,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
65,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
65,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
66,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
66,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
66,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
70,wMelOctoless_18_2_2,1,wMelOctoless,18,2,2,Male
66,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
66,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
66,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
66,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
75,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
75,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
76,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
76,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
76,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
76,wMelOctoless_18_2_3,1,wMelOctoless,18,2,3,Male
3,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
65,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
65,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
65,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
66,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
74,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
75,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
75,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
75,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
76,wMelOctoless_18_2_4,1,wMelOctoless,18,2,4,Male
65,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
74,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
75,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
76,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
76,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
79,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
84,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
84,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
85,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
85,wMelOctoless_18_2_5,1,wMelOctoless,18,2,5,Male
76,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
94,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
95,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
95,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
105,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
110,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
117,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
117,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
120,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
125,wMelPop2-Low_18_2_1,1,wMelPop2-Low,18,2,1,Male
90,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
100,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
100,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
105,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
105,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
109,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
114,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
125,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
127,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
130,wMelPop2-Low_18_2_2,1,wMelPop2-Low,18,2,2,Male
55,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
95,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
110,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
110,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
110,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
111,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
130,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
132,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
133,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
134,wMelPop2-Low_18_2_3,1,wMelPop2-Low,18,2,3,Male
76,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
120,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
123,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
125,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
128,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
130,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
132,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
133,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
133,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
144,wMelPop2-Low_18_2_4,1,wMelPop2-Low,18,2,4,Male
13,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
74,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
110,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
110,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
110,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
110,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
122,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
125,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
125,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
135,wMelPop2-Low_18_2_5,1,wMelPop2-Low,18,2,5,Male
66,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
66,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
70,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
75,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
76,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
76,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
85,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
85,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
90,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
110,wMelPop2-High_18_2_1,1,wMelPop2-High,18,2,1,Male
7,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
70,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
75,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
75,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
76,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
76,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
76,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
76,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
85,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
85,wMelPop2-High_18_2_2,1,wMelPop2-High,18,2,2,Male
65,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
65,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
72,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
73,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
75,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
75,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
75,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
75,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
76,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
80,wMelPop2-High_18_2_3,1,wMelPop2-High,18,2,3,Male
66,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
75,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
75,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
76,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
80,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
84,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
84,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
85,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
85,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
110,wMelPop2-High_18_2_4,1,wMelPop2-High,18,2,4,Male
55,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
74,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
74,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
75,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
75,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
76,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
76,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
80,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
88,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
89,wMelPop2-High_18_2_5,1,wMelPop2-High,18,2,5,Male
95,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
110,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
114,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
128,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
130,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
134,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
134,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
134,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
135,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
140,wMelPop-Low_18_2_1,1,wMelPop-Low,18,2,1,Male
95,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
105,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
110,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
113,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
125,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
128,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
130,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
132,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
134,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
134,wMelPop-Low_18_2_2,1,wMelPop-Low,18,2,2,Male
110,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
110,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
120,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
120,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
120,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
128,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
129,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
133,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
134,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
135,wMelPop-Low_18_2_3,1,wMelPop-Low,18,2,3,Male
85,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
105,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
110,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
132,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
133,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
134,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
134,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
134,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
143,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
147,wMelPop-Low_18_2_4,1,wMelPop-Low,18,2,4,Male
66,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
73,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
104,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
105,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
114,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
114,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
120,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
125,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
125,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
134,wMelPop-Low_18_2_5,1,wMelPop-Low,18,2,5,Male
75,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
75,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
76,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
76,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
85,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
85,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
89,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
94,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
95,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
95,wMelPop-High_18_2_1,1,wMelPop-High,18,2,1,Male
75,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
76,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
76,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
76,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
85,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
85,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
85,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
95,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
95,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
114,wMelPop-High_18_2_2,1,wMelPop-High,18,2,2,Male
66,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
76,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
76,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
80,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
85,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
85,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
85,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
85,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
94,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
95,wMelPop-High_18_2_3,1,wMelPop-High,18,2,3,Male
54,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
66,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
75,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
75,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
76,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
88,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
88,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
88,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
89,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
110,wMelPop-High_18_2_4,1,wMelPop-High,18,2,4,Male
75,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
76,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
76,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
80,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
80,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
83,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
85,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
85,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
94,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
95,wMelPop-High_18_2_5,1,wMelPop-High,18,2,5,Male
54,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
60,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
60,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
63,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
64,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
64,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
64,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
64,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
64,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
70,wMelCS_b_25_1_1,1,wMelCS_b,25,1,1,Male
54,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
54,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
57,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
59,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
59,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
60,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
63,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
64,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
69,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
70,wMelCS_b_25_1_2,1,wMelCS_b,25,1,2,Male
58,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
58,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
59,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
59,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
59,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
60,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
64,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
67,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
69,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
70,wMelCS_b_25_1_3,1,wMelCS_b,25,1,3,Male
44,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
59,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
60,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
60,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
60,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
62,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
64,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
64,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
68,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
68,wMelCS_b_25_1_4,1,wMelCS_b,25,1,4,Male
20,wMelCS_b_25_1_5,1,wMelCS_b,25,1,5,Male
55,wMelCS_b_25_1_5,1,wMelCS_b,25,1,5,Male
55,wMelCS_b_25_1_5,1,wMelCS_b,25,1,5,Male
59,wMelCS_b_25_1_5,1,wMelCS_b,25,1,5,Male
61,wMelCS_b_25_1_5,0,wMelCS_b,25,1,5,Male
61,wMelCS_b_25_1_5,0,wMelCS_b,25,1,5,Male
61,wMelCS_b_25_1_5,0,wMelCS_b,25,1,5,Male
61,wMelCS_b_25_1_5,0,wMelCS_b,25,1,5,Male
61,wMelCS_b_25_1_5,0,wMelCS_b,25,1,5,Male
61,wMelCS_b_25_1_5,0,wMelCS_b,25,1,5,Male
50,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
54,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
55,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
60,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
63,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
64,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
64,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
65,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
65,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
70,NoWolb_25_1_1,1,NoWolb,25,1,1,Male
5,NoWolb_25_1_2,0,NoWolb,25,1,2,Male
53,NoWolb_25_1_2,1,NoWolb,25,1,2,Male
54,NoWolb_25_1_2,1,NoWolb,25,1,2,Male
63,NoWolb_25_1_2,1,NoWolb,25,1,2,Male
64,NoWolb_25_1_2,1,NoWolb,25,1,2,Male
64,NoWolb_25_1_2,1,NoWolb,25,1,2,Male
64,NoWolb_25_1_2,1,NoWolb,25,1,2,Male
64,NoWolb_25_1_2,1,NoWolb,25,1,2,Male
65,NoWolb_25_1_2,1,NoWolb,25,1,2,Male
65,NoWolb_25_1_2,1,NoWolb,25,1,2,Male
53,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
53,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
54,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
54,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
58,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
65,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
65,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
70,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
70,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
70,NoWolb_25_1_3,1,NoWolb,25,1,3,Male
58,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
63,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
64,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
65,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
65,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
67,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
68,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
69,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
69,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
74,NoWolb_25_1_4,1,NoWolb,25,1,4,Male
5,NoWolb_25_1_5,0,NoWolb,25,1,5,Male
